page,revision,anon,comment,parentid,revid,size,timestamp,user,userid
Hillary Rodham Clinton,4726,True,/* Early life and education */,71683179,71683821,61864,2006-08-24 21:49:54,71.161.47.223,0
Hillary Rodham Clinton,4727,False,Revert to revision 71683179 dated 2006-08-24 21:46:06 by Luna Santin using [[:en:Wikipedia:Tools/Navigation_popups|popups]],71683821,71683910,61856,2006-08-24 21:50:21,NawlinWiki,301395
Hillary Rodham Clinton,4728,True,/* Early life and education */,71683910,71744026,61902,2006-08-25 04:15:38,65.139.35.33,0
Hillary Rodham Clinton,4729,False,Revert to revision 71683910 dated 2006-08-24 21:50:21 by NawlinWiki using [[:en:Wikipedia:Tools/Navigation_popups|popups]],71744026,71744183,61856,2006-08-25 04:16:46,ZachPruckowski,626251
Hillary Rodham Clinton,4730,True,/* First Lady of the United States */,71744183,71745094,61937,2006-08-25 04:23:10,65.139.35.33,0
Hillary Rodham Clinton,4731,False,reverting vandalism by 65.139.35.33 to last version by  ZachPruckowski,71745094,71745328,61856,2006-08-25 04:24:42,John254,1473716
Hillary Rodham Clinton,4732,False,Clinton's use of ghostwriters is clearly documented and uncontroversial - it belongs in the article,71745328,71780201,61993,2006-08-25 09:49:29,SpinyNorman,632259
Hillary Rodham Clinton,4733,True,,71780201,71869465,62063,2006-08-25 19:55:20,216.237.198.76,0
Hillary Rodham Clinton,4734,False,Reverted edits by [[Special:Contributions/216.237.198.76|216.237.198.76]] ([[User talk:216.237.198.76|talk]]) to last version by SpinyNorman,71869465,71869526,61993,2006-08-25 19:55:40,ClockworkSoul,137964
Hillary Rodham Clinton,4735,True,,71869526,71870568,62071,2006-08-25 20:01:07,216.237.198.76,0
Hillary Rodham Clinton,4736,False,revert idle speculation,71870568,71880350,61993,2006-08-25 20:53:30,SpinyNorman,632259
Hillary Rodham Clinton,4737,True,,71880350,71934045,61993,2006-08-26 02:54:54,71.229.136.92,0
Hillary Rodham Clinton,4738,False,"/* Clinton's writings and recordings */  ok if you must, but be more precise",71934045,71934136,62014,2006-08-26 02:55:37,Wasted Time R,269193
Hillary Rodham Clinton,4739,True,,71934136,71934453,61952,2006-08-26 02:57:55,71.229.136.92,0
Hillary Rodham Clinton,4740,False,Reverted [[WP:VAND|vandalism]] by [[Special:contributions/71.229.136.92|71.229.136.92]] to last version by Wasted Time R. You may be [[WP:BLOCK|blocked]] from editing if you continue.,71934453,71934507,62014,2006-08-26 02:58:17,Kungfuadam,404042
Hillary Rodham Clinton,4741,False,,71934507,71934728,63241,2006-08-26 02:59:38,Wasted Time R,269193
Hillary Rodham Clinton,4742,False,,71934728,71934951,61993,2006-08-26 03:00:51,Wasted Time R,269193
Hillary Rodham Clinton,4743,False,/* Clinton's writings and recordings */  try once more,71934951,71935069,62014,2006-08-26 03:01:47,Wasted Time R,269193
Hillary Rodham Clinton,4744,True,/* First Lady of the United States */,71935069,72020856,62083,2006-08-26 16:14:15,64.222.189.202,0
Hillary Rodham Clinton,4745,False,Revert to revision 71935069 by [[User:Wasted Time R|Wasted Time R]].,72020856,72020907,62014,2006-08-26 16:14:35,KnowledgeOfSelf,452631
Hillary Rodham Clinton,4746,True,,72020907,72043652,62031,2006-08-26 18:38:03,71.206.10.52,0
Hillary Rodham Clinton,4747,False,Reverted edits by [[Special:Contributions/71.206.10.52|71.206.10.52]] ([[User talk:71.206.10.52|talk]]) to last version by KnowledgeOfSelf,72043652,72043699,62014,2006-08-26 18:38:25,KnowledgeOfSelf,452631
Hillary Rodham Clinton,4748,True,/* Speculation about possible 2008 presidential bid */,72043699,72048014,62258,2006-08-26 19:04:41,71.126.24.14,0
Hillary Rodham Clinton,4749,False,/* United States Senator */,72048014,72052789,62175,2006-08-26 19:33:55,LouisClaude,1679199
Hillary Rodham Clinton,4750,False,Added Category,72052789,72115509,62244,2006-08-27 02:33:15,Prez2016,311359
Hillary Rodham Clinton,4751,False,naming conventions,72115509,72197334,62270,2006-08-27 15:04:52,Bjones,159862
Hillary Rodham Clinton,4752,True,,72197334,72437849,62308,2006-08-28 18:42:05,208.22.225.111,0
Hillary Rodham Clinton,4753,True,,72437849,72438423,62395,2006-08-28 18:45:00,208.22.225.111,0
Hillary Rodham Clinton,4754,True,,72438423,72438760,62270,2006-08-28 18:46:41,208.22.225.111,0
Hillary Rodham Clinton,4755,False,per [[WP:CFD]] [[Wikipedia:Categories for deletion/Log/2006 August 15|2006 Aug 15]]  using [[WP:AWB|AWB]],72438760,72457138,62129,2006-08-28 20:16:51,Kbdank71,197953
Hillary Rodham Clinton,4756,True,/* Cultural matters */,72457138,72522052,62134,2006-08-29 02:01:35,88.109.29.44,0
Hillary Rodham Clinton,4757,False,Reverted edits by [[Special:Contributions/88.109.29.44|88.109.29.44]] ([[User talk:88.109.29.44|talk]]) to last version by Kbdank71,72522052,72522277,62129,2006-08-29 02:02:46,YellowMonkey,435516
Hillary Rodham Clinton,4758,True,/* Early life and education */,72522277,72523982,62134,2006-08-29 02:13:56,151.203.187.134,0
Hillary Rodham Clinton,4759,False,,72523982,72555433,62183,2006-08-29 06:07:27,Treybien,1234927
Hillary Rodham Clinton,4760,False,see 2006 Aug 15,72555433,72557193,62134,2006-08-29 06:22:23,Jasper23,1186459
Hillary Rodham Clinton,4761,True,/* Early life and education */,72557193,72598176,62155,2006-08-29 13:00:16,70.16.209.46,0
Hillary Rodham Clinton,4762,False,Reverted edits by [[Special:Contributions/70.16.209.46|70.16.209.46]] ([[User talk:70.16.209.46|talk]]) to last version by Jasper23,72598176,72599523,62134,2006-08-29 13:10:14,Kusma,145855
Hillary Rodham Clinton,4763,True,/* Early life and education */,72599523,72602384,62167,2006-08-29 13:28:31,70.158.164.72,0
Hillary Rodham Clinton,4764,False,Revert to revision 72599523 dated 2006-08-29 13:10:14 by Kusma using [[:en:Wikipedia:Tools/Navigation_popups|popups]],72602384,72602637,62134,2006-08-29 13:29:58,Aksi great,504572
Hillary Rodham Clinton,4765,False,,72602637,72642120,62133,2006-08-29 17:23:43,Maggiefun12,1936456
Hillary Rodham Clinton,4766,False,Reverted edits by [[Special:Contributions/Maggiefun12|Maggiefun12]] ([[User talk:Maggiefun12|talk]]) to last version by Aksi great,72642120,72642876,62134,2006-08-29 17:27:57,Ohnoitsjamie,507787
Hillary Rodham Clinton,4767,False,/* Marriage with Bill Clinton */  restore the old content - see Talk,72642876,72701611,63995,2006-08-29 22:35:44,Wasted Time R,269193
Hillary Rodham Clinton,4768,False,,72701611,72726165,64044,2006-08-30 00:57:07,Treybien,1234927
Hillary Rodham Clinton,4769,False,/* Marriage with Bill Clinton */  fmt citations,72726165,72751620,64453,2006-08-30 03:44:23,Ricky81682,125787
Hillary Rodham Clinton,4770,False,/* Awards and honors */  found some cites,72751620,72753403,64917,2006-08-30 03:59:03,Ricky81682,125787
Hillary Rodham Clinton,4771,False,/* Awards and honors */  found cite for Alpha Kappa Alpha rejection,72753403,72754199,65243,2006-08-30 04:05:54,Ricky81682,125787
Hillary Rodham Clinton,4772,False,/* United States Senator */  found cite for insurgency failing quote,72754199,72754638,65466,2006-08-30 04:09:40,Ricky81682,125787
Hillary Rodham Clinton,4773,False,/* United States Senator */  found India Causus cite,72754638,72755758,66216,2006-08-30 04:18:33,Ricky81682,125787
Hillary Rodham Clinton,4774,False,/* United States Senator */  cite for hidden sex scene request to FTC,72755758,72756152,66407,2006-08-30 04:21:19,Ricky81682,125787
Hillary Rodham Clinton,4775,False,/* Early life and education */,72756152,72910818,66417,2006-08-30 22:34:23,Econ oh my,2120032
Hillary Rodham Clinton,4776,False,Reverted edits by [[Special:Contributions/Econ oh my|Econ oh my]] ([[User talk:Econ oh my|talk]]) to version 72756152 by Ricky81682 using [[WP:SNIPE|VS]],72910818,72910865,66407,2006-08-30 22:34:40,Omicronpersei8,1353037
Hillary Rodham Clinton,4777,True,,72910865,73046377,66459,2006-08-31 16:20:19,63.231.158.36,0
Hillary Rodham Clinton,4778,False,Reverted edits by [[Special:Contributions/63.231.158.36|63.231.158.36]] ([[User talk:63.231.158.36|talk]]) to last version by Omicronpersei8,73046377,73046430,66407,2006-08-31 16:20:41,DragonflySixtyseven,62058
Hillary Rodham Clinton,4779,True,,73046430,73047153,66459,2006-08-31 16:25:18,63.231.158.36,0
Hillary Rodham Clinton,4780,False,Reverted edits by [[Special:Contributions/63.231.158.36|63.231.158.36]] ([[User talk:63.231.158.36|talk]]) to last version by DragonflySixtyseven,73047153,73047204,66407,2006-08-31 16:25:36,Tangotango,210997
Hillary Rodham Clinton,4781,False,/* United States Senator */,73047204,73106476,66669,2006-08-31 21:55:42,Russellsquire,2117374
Hillary Rodham Clinton,4782,False,rv uncited claim of job loss,73106476,73106886,66407,2006-08-31 21:57:46,Wasted Time R,269193
Hillary Rodham Clinton,4783,False,/* United States Senator */,73106886,73121635,66554,2006-08-31 23:23:27,Russellsquire,2117374
Hillary Rodham Clinton,4784,False,/* United States Senator */,73121635,73121949,66684,2006-08-31 23:25:33,Russellsquire,2117374
Hillary Rodham Clinton,4785,True,,73121949,73124406,701,2006-08-31 23:40:59,70.17.143.16,0
Hillary Rodham Clinton,4786,False,Revert to revision 73106886 dated 2006-08-31 21:57:46 by Wasted Time R using [[:en:Wikipedia:Tools/Navigation_popups|popups]],73124406,73124730,66407,2006-08-31 23:43:14,Discospinster,82432
Hillary Rodham Clinton,4787,True,,73124730,73134648,66471,2006-09-01 00:50:39,24.238.79.194,0
Hillary Rodham Clinton,4788,False,/* Possible presidential race */  adding category,73134648,73137134,66541,2006-09-01 01:08:41,Serpent-A,1437828
Hillary Rodham Clinton,4789,False,restore/reorg,73137134,73155008,66525,2006-09-01 03:14:09,Wasted Time R,269193
Hillary Rodham Clinton,4790,True,,73155008,73180223,66515,2006-09-01 06:45:27,68.9.195.28,0
Hillary Rodham Clinton,4791,True,,73180223,73180690,66502,2006-09-01 06:50:02,68.9.195.28,0
Hillary Rodham Clinton,4792,True,,73180690,73200664,66517,2006-09-01 10:18:30,68.9.195.28,0
Hillary Rodham Clinton,4793,False,rv pov and erroneous edits,73200664,73203000,66525,2006-09-01 10:42:20,Wasted Time R,269193
Hillary Rodham Clinton,4794,False,/* United States Senator */,73203000,73235263,66799,2006-09-01 15:19:23,Russellsquire,2117374
Hillary Rodham Clinton,4795,False,rv uncited job loss figure,73235263,73236516,66525,2006-09-01 15:27:40,Wasted Time R,269193
Hillary Rodham Clinton,4796,False,/* United States Senator */,73236516,73253506,66798,2006-09-01 17:18:50,Russellsquire,2117374
Hillary Rodham Clinton,4797,False,rv ditto,73253506,73256143,66525,2006-09-01 17:37:15,Wasted Time R,269193
Hillary Rodham Clinton,4798,True,/* The 2000 Senate race */,73256143,73306739,66610,2006-09-01 23:02:28,138.92.177.211,0
Hillary Rodham Clinton,4799,False,"/* The 2000 Senate race */  use both, for now",73306739,73308694,66636,2006-09-01 23:17:31,Wasted Time R,269193
Hillary Rodham Clinton,4800,False,/* The 2006 Senate race */  + Bill Van Auken,73308694,73324599,66722,2006-09-02 01:21:45,Serpent-A,1437828
Hillary Rodham Clinton,4801,True,/* Early life and education */,73324599,73505456,62562,2006-09-03 02:35:51,68.210.145.235,0
Hillary Rodham Clinton,4802,False,BOT - rv [[Special:Contributions/68.210.145.235|68.210.145.235]] ([[User talk:68.210.145.235|talk]]) to last version by Serpent-A,73505456,73505466,66722,2006-09-03 02:35:57,AntiVandalBot,1574574
Hillary Rodham Clinton,4803,True,/* Political views */,73505466,73506101,65288,2006-09-03 02:41:16,68.210.145.235,0
Hillary Rodham Clinton,4804,False,Reverted edits by [[Special:Contributions/68.210.145.235|68.210.145.235]] ([[User talk:68.210.145.235|talk]]) to version 73505466 by AntiVandalBot using [[WP:SNIPE|VS]],73506101,73506146,66722,2006-09-03 02:41:37,Omicronpersei8,1353037
Hillary Rodham Clinton,4805,True,/* Early life and education */,73506146,73506154,62352,2006-09-03 02:41:40,68.210.145.235,0
Hillary Rodham Clinton,4806,True,"/* Marriage and family, lawyer and First Lady of Arkansas */",73506154,73506210,58399,2006-09-03 02:42:00,68.210.145.235,0
Hillary Rodham Clinton,4807,False,Reverted edits by [[Special:Contributions/68.210.145.235|68.210.145.235]] ([[User talk:68.210.145.235|talk]]) to version 73506146 by Omicronpersei8 using [[WP:SNIPE|VS]],73506210,73506216,62769,2006-09-03 02:42:03,Omicronpersei8,1353037
Hillary Rodham Clinton,4808,True,/* Speculation about possible 2008 presidential bid */,73506216,73515530,62957,2006-09-03 03:58:17,24.63.250.128,0
Hillary Rodham Clinton,4809,False,/* Speculation about possible 2008 presidential bid */  This section is too big and is only going to get bigger - split it off into a new subarticle,73515530,73517479,55172,2006-09-03 04:14:06,Wasted Time R,269193
Hillary Rodham Clinton,4810,True,modify zh:,73517479,73518025,55172,2006-09-03 04:18:35,218.102.113.234,0
Hillary Rodham Clinton,4811,False,Altered spelling,73518025,73611908,13,2006-09-03 18:40:45,Almansolilli,2146758
Hillary Rodham Clinton,4812,False,BOT - rv [[Special:Contributions/Almansolilli|Almansolilli]] ([[User talk:Almansolilli|talk]]) to last version by 218.102.113.234,73611908,73611940,55172,2006-09-03 18:40:58,AntiVandalBot,1574574
Hillary Rodham Clinton,4813,False,Fixed grammatical errors,73611940,73614276,55325,2006-09-03 18:56:15,Almansolilli,2146758
Hillary Rodham Clinton,4814,False,Reverted edits by [[Special:Contributions/Almansolilli|Almansolilli]] ([[Special:Blockip/Almansolilli|talk]]) to last version by AntiVandalBot,73614276,73614376,55172,2006-09-03 18:56:50,CharlotteWebb,1522636
Hillary Rodham Clinton,4815,False,,73614376,73624212,54802,2006-09-03 19:58:50,Billythekidd,2147218
Hillary Rodham Clinton,4816,False,Reverted edits by [[Special:Contributions/Billythekidd|Billythekidd]] ([[User talk:Billythekidd|talk]]) to last version by CharlotteWebb,73624212,73624698,55172,2006-09-03 20:01:45,Kukini,731091
Hillary Rodham Clinton,4817,False,"/* United States Senator */ added reference, sorry it took so long.",73624698,73631435,55426,2006-09-03 20:43:09,Russellsquire,2117374
Hillary Rodham Clinton,4818,False,/* United States Senator */,73631435,73632497,55622,2006-09-03 20:49:19,Russellsquire,2117374
Hillary Rodham Clinton,4819,False,"/* United States Senator */  clarify that manufacturing loss is slightly over 170,000, not 175,000, and corresponds to the whole state, not just upstate",73632497,73638196,55697,2006-09-03 21:23:03,Wasted Time R,269193
Hillary Rodham Clinton,4820,False,/* United States Senator */,73638196,73638304,55715,2006-09-03 21:23:45,Wasted Time R,269193
Hillary Rodham Clinton,4821,False,fixed part about Tata,73638304,73645755,56182,2006-09-03 22:10:25,Russellsquire,2117374
Hillary Rodham Clinton,4822,False,/* United States Senator */ typo,73645755,73645939,56181,2006-09-03 22:11:29,Russellsquire,2117374
Hillary Rodham Clinton,4823,False,corrected the parens about jobless rate,73645939,73650400,56402,2006-09-03 22:40:39,Russellsquire,2117374
Hillary Rodham Clinton,4824,False,restore whole section lost early 3 Sept due to race condition on vandalism reversions,73650400,73877025,60354,2006-09-05 03:14:57,Wasted Time R,269193
Hillary Rodham Clinton,4825,True,,73877025,73986588,60642,2006-09-05 18:10:30,80.165.154.33,0
Hillary Rodham Clinton,4826,False,Reverted edits by [[Special:Contributions/80.165.154.33|80.165.154.33]] to last version by Wasted Time R,73986588,73986726,60354,2006-09-05 18:11:09,PoliticalJunkie,2081148
Hillary Rodham Clinton,4827,True,/* Early life and education */,73986726,73995042,60369,2006-09-05 18:58:03,67.110.56.131,0
Hillary Rodham Clinton,4828,False,rvv,73995042,73996710,60354,2006-09-05 19:07:53,StuffOfInterest,277234
Hillary Rodham Clinton,4829,True,,73996710,74247746,60483,2006-09-07 01:33:52,69.143.145.187,0
Hillary Rodham Clinton,4830,False,anon write access = vandalism,74247746,74248677,60354,2006-09-07 01:39:27,Wasted Time R,269193
Hillary Rodham Clinton,4831,True,,74248677,74313239,60434,2006-09-07 11:14:09,76.2.236.216,0
Hillary Rodham Clinton,4832,False,Reverted edits by [[Special:Contributions/76.2.236.216|76.2.236.216]] ([[User talk:76.2.236.216|talk]]) to version 74248677 by Wasted Time R using [[WP:SNIPE|VS]],74313239,74313262,60354,2006-09-07 11:14:23,Omicronpersei8,1353037
Hillary Rodham Clinton,4833,True,,74313262,74313328,60355,2006-09-07 11:14:55,76.2.236.216,0
Hillary Rodham Clinton,4834,True,,74313328,74313477,60380,2006-09-07 11:16:17,76.2.236.216,0
Hillary Rodham Clinton,4835,False,Reverted edits by [[Special:Contributions/76.2.236.216|76.2.236.216]] ([[User talk:76.2.236.216|talk]]) to version 74313262 by Omicronpersei8 using [[WP:SNIPE|VS]],74313477,74313529,60354,2006-09-07 11:16:48,Omicronpersei8,1353037
Hillary Rodham Clinton,4836,True,/* Early life and education */,74313529,74326696,60364,2006-09-07 13:17:40,67.110.56.131,0
Hillary Rodham Clinton,4837,False,Reverted edits by [[Special:Contributions/67.110.56.131|67.110.56.131]] ([[User talk:67.110.56.131|talk]]) to last version by Omicronpersei8,74326696,74326943,60354,2006-09-07 13:19:47,Cactus.man,264914
Hillary Rodham Clinton,4838,True,,74326943,74334715,60412,2006-09-07 14:19:36,24.91.19.15,0
Hillary Rodham Clinton,4839,False,Reverted edits by [[Special:Contributions/24.91.19.15|24.91.19.15]] ([[User talk:24.91.19.15|talk]]) to version 74326943 by Cactus.man using [[WP:SNIPE|VS]],74334715,74334759,60354,2006-09-07 14:19:54,Omicronpersei8,1353037
Hillary Rodham Clinton,4840,False,/* Early life and education */,74334759,74360105,60374,2006-09-07 17:05:22,Speedracer0883,2179124
Hillary Rodham Clinton,4841,False,Reverting to latest by Omicronpersei8 (to remove vandalism),74360105,74360478,60354,2006-09-07 17:07:48,SiobhanHansa,1839479
Hillary Rodham Clinton,4842,False,"/* Marriage and family, lawyer and First Lady of Arkansas */",74360478,74361406,60580,2006-09-07 17:13:27,Daff7,2179126
Hillary Rodham Clinton,4843,False,rvv,74361406,74361573,60354,2006-09-07 17:14:26,StuffOfInterest,277234
Hillary Rodham Clinton,4844,True,,74361573,74374460,60258,2006-09-07 18:32:32,216.79.136.130,0
Hillary Rodham Clinton,4845,False,rvv,74374460,74374708,60354,2006-09-07 18:33:57,StuffOfInterest,277234
Hillary Rodham Clinton,4846,True,,74374708,74376778,60347,2006-09-07 18:45:40,72.64.8.99,0
Hillary Rodham Clinton,4847,False,rv,74376778,74379301,60354,2006-09-07 19:01:07,StuffOfInterest,277234
Hillary Rodham Clinton,4848,True,,74379301,74419205,60385,2006-09-07 22:48:19,24.196.22.247,0
Hillary Rodham Clinton,4849,False,Reverted edits by [[Special:Contributions/24.196.22.247|24.196.22.247]] ([[User talk:24.196.22.247|talk]]) to last version by StuffOfInterest,74419205,74419240,60354,2006-09-07 22:48:34,RexNL,241337
Hillary Rodham Clinton,4850,True,,74419240,74419266,25,2006-09-07 22:48:45,160.10.7.109,0
Hillary Rodham Clinton,4851,False,Reverted edits by [[Special:Contributions/160.10.7.109|160.10.7.109]] ([[User talk:160.10.7.109|talk]]) to last version by RexNL,74419266,74419282,60354,2006-09-07 22:48:49,RexNL,241337
Hillary Rodham Clinton,4852,True,,74419282,74419378,60385,2006-09-07 22:49:28,24.196.22.247,0
Hillary Rodham Clinton,4853,False,Reverted edits by [[Special:Contributions/24.196.22.247|24.196.22.247]] ([[User talk:24.196.22.247|talk]]) to last version by RexNL,74419378,74419424,60354,2006-09-07 22:49:49,RexNL,241337
Hillary Rodham Clinton,4854,True,,74419424,74419564,60357,2006-09-07 22:50:45,24.196.22.247,0
Hillary Rodham Clinton,4855,False,Reverted edits by [[Special:Contributions/24.196.22.247|24.196.22.247]] ([[User talk:24.196.22.247|talk]]) to last version by RexNL,74419564,74419581,60354,2006-09-07 22:50:55,RexNL,241337
Hillary Rodham Clinton,4856,True,/* Marriage with Bill Clinton */,74419581,74469885,60786,2006-09-08 04:42:56,68.249.241.225,0
Hillary Rodham Clinton,4857,False,"rv per [[WP:BLP]]; if it's not substantiated, we can't post it. Wikipedia isn't a rumor mill, sorry.",74469885,74469975,60354,2006-09-08 04:43:37,Luna Santin,1587622
Hillary Rodham Clinton,4858,False,,74469975,74478424,60362,2006-09-08 06:10:56,Handsomedan,1508340
Hillary Rodham Clinton,4859,True,,74478424,74518885,60386,2006-09-08 13:11:18,67.135.245.194,0
Hillary Rodham Clinton,4860,True,Removing vandelism,74518885,74523279,60350,2006-09-08 13:44:19,150.176.212.10,0
Hillary Rodham Clinton,4861,True,,74523279,74523317,60352,2006-09-08 13:44:40,150.176.212.10,0
Hillary Rodham Clinton,4862,False,fixing format,74523317,74529886,60353,2006-09-08 14:32:04,SiobhanHansa,1839479
Hillary Rodham Clinton,4863,True,/* The 2000 Senate race */,74529886,74541027,60379,2006-09-08 15:43:17,71.199.171.31,0
Hillary Rodham Clinton,4864,False,Reverting to latest by SiobhanHansa (remove POV),74541027,74545144,60353,2006-09-08 16:08:26,SiobhanHansa,1839479
Hillary Rodham Clinton,4865,True,/* Marriage with Bill Clinton */,74545144,74555928,60461,2006-09-08 17:18:57,68.249.241.225,0
Hillary Rodham Clinton,4866,False,Reverting to lastest by SiobhanHansa (removing unsourced claims),74555928,74557274,60353,2006-09-08 17:28:10,SiobhanHansa,1839479
Hillary Rodham Clinton,4867,False,,74557274,74631257,60421,2006-09-09 01:08:14,Missyor,2189937
Hillary Rodham Clinton,4868,False,Reverted edits by [[Special:Contributions/Missyor|Missyor]] ([[User talk:Missyor|talk]]) to last version by SiobhanHansa,74631257,74631451,60353,2006-09-09 01:09:25,ClockworkSoul,137964
Hillary Rodham Clinton,4869,False,previous formulation better & agreed upon - see archive history-,74631451,74634712,60362,2006-09-09 01:30:52,Wasted Time R,269193
Hillary Rodham Clinton,4870,True,/* Marriage with Bill Clinton */,74634712,74643151,60384,2006-09-09 02:30:51,74.128.147.235,0
Hillary Rodham Clinton,4871,True,/* Marriage with Bill Clinton */,74643151,74643589,60410,2006-09-09 02:33:41,74.128.147.235,0
Hillary Rodham Clinton,4872,False,Reverted edits by [[Special:Contributions/74.128.147.235|74.128.147.235]] ([[User talk:74.128.147.235|talk]]) to last version by Wasted Time R,74643589,74643620,60362,2006-09-09 02:33:53,Gamaliel,44846
Hillary Rodham Clinton,4873,True,/* The 2006 Senate race */,74643620,74669380,60363,2006-09-09 05:50:27,141.158.60.88,0
Hillary Rodham Clinton,4874,True,,74669380,74680499,60398,2006-09-09 07:52:03,71.132.229.76,0
Hillary Rodham Clinton,4875,False,JS: Reverted edits by [[Special:Contributions/71.132.229.76|71.132.229.76]] to last version by 141.158.60.88,74680499,74680609,60363,2006-09-09 07:53:15,Luna Santin,1587622
Hillary Rodham Clinton,4876,True,rumors of run for presidency in 08,74680609,74714802,237,2006-09-09 13:58:44,69.239.25.46,0
Hillary Rodham Clinton,4877,False,BOT - rv [[Special:Contributions/69.239.25.46|69.239.25.46]] ([[User talk:69.239.25.46|talk]]) to last version by Luna Santin,74714802,74714809,60363,2006-09-09 13:58:49,AntiVandalBot,1574574
Hillary Rodham Clinton,4878,False,/* Awards and honors */,74714809,74918232,60362,2006-09-10 15:52:42,Jay Love,2200740
Hillary Rodham Clinton,4879,False,Revert changes unsupported by citation,74918232,74918935,60363,2006-09-10 15:57:38,SiobhanHansa,1839479
Hillary Rodham Clinton,4880,True,,74918935,75018765,60377,2006-09-11 01:54:17,69.133.44.239,0
Hillary Rodham Clinton,4881,False,Reverted vandalism by [[Special:Contributions/69.133.44.239|69.133.44.239]] to version 74918935 by [[Special:Contributions/SiobhanHansa|SiobhanHansa]],75018765,75018819,60363,2006-09-11 01:54:38,Casper2k3,1168278
Hillary Rodham Clinton,4882,False,per [[WP:CFD]] [[Wikipedia:Categories for deletion/Log/2006 August 30|2006 Aug 30]]  using [[WP:AWB|AWB]],75018819,75109786,60314,2006-09-11 15:36:35,Kbdank71,197953
Hillary Rodham Clinton,4883,True,,75109786,75110087,60314,2006-09-11 15:38:31,72.144.109.65,0
Hillary Rodham Clinton,4884,False,Revert to revision 75109786 dated 2006-09-11 15:36:35 by Kbdank71 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],75110087,75110410,60314,2006-09-11 15:40:19,Orangutan,1038689
Hillary Rodham Clinton,4885,True,/* The 2000 Senate race */,75110410,75135237,60327,2006-09-11 18:32:01,207.112.205.210,0
Hillary Rodham Clinton,4886,False,rvv,75135237,75137844,60314,2006-09-11 18:50:19,StuffOfInterest,277234
Hillary Rodham Clinton,4887,True,,75137844,75144926,60382,2006-09-11 19:34:31,212.143.76.59,0
Hillary Rodham Clinton,4888,False,,75144926,75162790,60494,2006-09-11 21:23:10,ANALBUMCOVER,2211523
Hillary Rodham Clinton,4889,True,,75162790,75163120,60382,2006-09-11 21:25:05,67.164.54.154,0
Hillary Rodham Clinton,4890,False,+ca,75163120,75249492,60412,2006-09-12 07:49:29,Manu bcn,1693167
Hillary Rodham Clinton,4891,True,,75249492,75302632,60343,2006-09-12 15:08:26,216.125.51.91,0
Hillary Rodham Clinton,4892,True,,75302632,75302809,60367,2006-09-12 15:09:28,216.125.51.91,0
Hillary Rodham Clinton,4893,False,Reverted edits by [[Special:Contributions/216.125.51.91|216.125.51.91]] ([[User talk:216.125.51.91|talk]]) to version 75249492 by Manu bcn using [[WP:SNIPE|VS]],75302809,75302918,60412,2006-09-12 15:10:08,Omicronpersei8,1353037
Hillary Rodham Clinton,4894,True,/* Early life and education */,75302918,75334994,60424,2006-09-12 18:17:09,205.202.183.220,0
Hillary Rodham Clinton,4895,False,Reverted edits by [[Special:Contributions/205.202.183.220|205.202.183.220]] ([[User talk:205.202.183.220|talk]]) to version 75302918 by Omicronpersei8 using [[WP:SNIPE|VS]],75334994,75335063,60412,2006-09-12 18:17:33,Omicronpersei8,1353037
Hillary Rodham Clinton,4896,True,/* Early life and education */,75335063,75389914,60395,2006-09-12 23:14:05,74.67.133.176,0
Hillary Rodham Clinton,4897,True,/* Early life and education */,75389914,75390393,60397,2006-09-12 23:16:36,74.67.133.176,0
Hillary Rodham Clinton,4898,True,,75390393,75391020,60339,2006-09-12 23:20:16,66.43.94.38,0
Hillary Rodham Clinton,4899,True,,75391020,75391328,60410,2006-09-12 23:22:03,66.43.94.38,0
Hillary Rodham Clinton,4900,True,,75391328,75439058,60498,2006-09-13 04:06:23,24.252.104.51,0
Hillary Rodham Clinton,4901,False,JS: Reverted edits by [[Special:Contributions/24.252.104.51|24.252.104.51]] to last version by 66.43.94.38,75439058,75439108,60410,2006-09-13 04:06:44,Timrem,1033212
Hillary Rodham Clinton,4902,True,/* The 2006 Senate race */,75439108,75439176,59750,2006-09-13 04:07:12,69.86.53.26,0
Hillary Rodham Clinton,4903,True,,75439176,75439239,59924,2006-09-13 04:07:35,24.252.104.51,0
Hillary Rodham Clinton,4904,False,Reverted edits by [[Special:Contributions/24.252.104.51|24.252.104.51]] ([[User talk:24.252.104.51|talk]]) to last version by 69.86.53.26,75439239,75439343,59750,2006-09-13 04:08:12,Rory096,750223
Hillary Rodham Clinton,4905,False,/* Early life and education */,75439343,75533947,55382,2006-09-13 16:56:13,Killer112389,2126165
Hillary Rodham Clinton,4906,False,rvb,75533947,75534174,59750,2006-09-13 16:57:23,StuffOfInterest,277234
Hillary Rodham Clinton,4907,False,,75534174,75534379,2,2006-09-13 16:58:30,Killer112389,2126165
Hillary Rodham Clinton,4908,False,Revert to latest by StuffOfInterest (page blanking),75534379,75535061,59750,2006-09-13 17:02:19,SiobhanHansa,1839479
Hillary Rodham Clinton,4909,True,,75535061,75537894,59759,2006-09-13 17:19:45,141.155.62.170,0
Hillary Rodham Clinton,4910,False,Reverted edits by [[Special:Contributions/141.155.62.170|141.155.62.170]] ([[User talk:141.155.62.170|talk]]) to last version by SiobhanHansa,75537894,75541813,59750,2006-09-13 17:42:16,JoshuaZ,799863
